관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,1월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,위도,경도
섭지코지로,제주특별자치도 서귀포시 성산읍 섭지코지로 43 ,음식점,음식,음식점,한식,395.0,1.0,30.0,4.0,3.0,3.0,3.0,7.0,4.0,6.0,33.473925,126.9014769
섯알오름,제주특별자치도 서귀포시 대정읍 상모리 1618 ,관광지,자연,자연관광지,산,1894.0,1.0,185.0,35.0,25.0,39.0,21.0,33.0,13.0,19.0,33.2041823,126.281552
성김대건신부표착기념관,제주특별자치도 제주시 한경면 용수1길 108 ,문화시설,인문(문화/예술/역사),역사관광지,종교성지,1418.0,1.0,112.0,20.0,16.0,9.0,21.0,12.0,8.0,26.0,33.322643,126.167682
성미가든,제주특별자치도 제주시 조천읍 교래1길 2 ,음식점,음식,음식점,한식,436.0,1.0,38.0,9.0,5.0,6.0,5.0,6.0,4.0,3.0,33.4376443,126.6769002
성불오름,제주특별자치도 제주시 구좌읍 중산간동로 2532 ,관광지,자연,자연관광지,산,835.0,1.0,109.0,27.0,16.0,9.0,12.0,13.0,14.0,18.0,33.459495,126.8089765
성산일출봉,제주특별자치도 서귀포시 성산읍 일출로 284-12 ,관광지,자연,자연관광지,산,92012.0,1.0,7101.0,1214.0,1173.0,917.0,837.0,781.0,809.0,1370.0,,
성산해오름식당,제주특별자치도 서귀포시 성산읍 일출로 260 ,음식점,음식,음식점,한식,741.0,1.0,50.0,12.0,13.0,7.0,4.0,4.0,3.0,7.0,33.4610918,126.9335305
성산흑돼지두루치기,제주특별자치도 서귀포시 한도로 255 ,음식점,음식,음식점,한식,497.0,1.0,58.0,5.0,12.0,4.0,7.0,9.0,8.0,13.0,33.4661517,126.9347499
성읍녹차마을,제주특별자치도 서귀포시 중산간동로 4778 녹차가공공장 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1271.0,1.0,140.0,27.0,18.0,20.0,14.0,21.0,21.0,19.0,33.3810103,126.7901958
성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,1912.0,1.0,216.0,36.0,35.0,27.0,36.0,23.0,26.0,33.0,33.398978,126.7869638
성읍민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 19 ,관광지,인문(문화/예술/역사),역사관광지,민속마을,8542.0,1.0,527.0,102.0,82.0,77.0,73.0,71.0,49.0,73.0,33.3844862,126.8003558
성읍승마장,제주특별자치도 서귀포시 표선면 번영로 2650 ,레포츠,레포츠,육상 레포츠,승마,714.0,1.0,69.0,10.0,21.0,6.0,5.0,12.0,8.0,7.0,33.398978,126.7869638
성읍칠십리식당,제주특별자치도 서귀포시 표선면 성읍정의현로 74 ,음식점,음식,음식점,한식,468.0,1.0,42.0,13.0,2.0,6.0,6.0,5.0,4.0,6.0,33.3892742,126.8011817
성이시돌목장,제주특별자치도 제주시 한림읍 산록남로 53 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,11292.0,1.0,679.0,137.0,92.0,106.0,83.0,71.0,80.0,110.0,33.3459727,126.3215552
세계술박물관,제주특별자치도 서귀포시 표선면 한마음초등로 431 ,문화시설,인문(문화/예술/역사),문화시설,박물관,782.0,1.0,92.0,19.0,11.0,13.0,18.0,8.0,11.0,12.0,33.3539492,126.8176627
세계자동차&피아노박물관,제주특별자치도 서귀포시 안덕면 중산간서로 1610 ,문화시설,인문(문화/예술/역사),문화시설,박물관,2649.0,1.0,258.0,53.0,46.0,33.0,27.0,30.0,23.0,46.0,,
세계조가비박물관,제주특별자치도 서귀포시 태평로 284 ,문화시설,인문(문화/예술/역사),문화시설,박물관,832.0,1.0,94.0,7.0,19.0,11.0,19.0,12.0,7.0,19.0,33.2475382,126.5516833
세화해변,제주특별자치도 제주시 구좌읍 세화길 (구좌읍),관광지,자연,자연관광지,해수욕장,11079.0,1.0,965.0,179.0,150.0,123.0,119.0,126.0,120.0,148.0,33.5233947,126.8622722
소남머리,제주특별자치도 서귀포시 칠십리로 145 (서귀동) ,관광지,자연,자연관광지,해안절경,535.0,1.0,40.0,7.0,6.0,4.0,8.0,6.0,4.0,5.0,33.2443044,126.5690477
소노벨제주,제주특별자치도 제주시 신북로 577 대명리조트 ,숙박,숙박,숙박시설,콘도미니엄,805.0,1.0,226.0,29.0,42.0,44.0,45.0,27.0,11.0,28.0,33.541054,126.6719242
소노캄제주,제주특별자치도 서귀포시 표선면 일주동로 6347-17 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,1885.0,1.0,301.0,52.0,70.0,40.0,33.0,41.0,30.0,35.0,33.3050378,126.7919081
소라횟집,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3 ,음식점,음식,음식점,한식,426.0,1.0,28.0,5.0,4.0,3.0,3.0,2.0,5.0,6.0,33.5290971,126.8463777
소랑호젠,제주특별자치도 서귀포시 남원읍 태위로 545 ,숙박,숙박,숙박시설,펜션,417.0,1.0,42.0,10.0,4.0,7.0,4.0,2.0,6.0,9.0,33.2757478,126.7053958
소심한책방,제주특별자치도 제주시 구좌읍 종달동길 29-6 (구좌읍),쇼핑,인문(문화/예술/역사),문화시설,대형서점,669.0,1.0,64.0,14.0,9.0,9.0,9.0,3.0,9.0,11.0,33.4914823,126.9030815
소인국테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3988.0,1.0,431.0,85.0,60.0,59.0,60.0,65.0,46.0,56.0,33.2903957,126.3226207
소정방폭포,제주특별자치도 서귀포시 칠십리로214번길 17-17 (동홍동) ,관광지,자연,자연관광지,폭포,1705.0,1.0,90.0,14.0,12.0,14.0,11.0,17.0,9.0,13.0,33.2451289,126.5768275
소천지,제주특별자치도 서귀포시 보목동 1400 (보목동),관광지,자연,자연관광지,해안절경,4918.0,1.0,363.0,68.0,55.0,48.0,45.0,54.0,35.0,58.0,33.2417541,126.6027128
손맛촌,제주특별자치도 제주시 조천읍 비자림로 661 ,음식점,음식,음식점,한식,290.0,1.0,29.0,7.0,4.0,2.0,7.0,4.0,2.0,3.0,33.4372651,126.6774482
손지오름,제주특별자치도 제주시 구좌읍 종달리 산 52,관광지,자연,자연관광지,산,913.0,1.0,75.0,14.0,9.0,13.0,10.0,14.0,8.0,7.0,33.4561423,126.8188084
솔동산고기국수,제주특별자치도 서귀포시 부두로 23 유림갈비 ,음식점,음식,음식점,한식,197.0,1.0,33.0,4.0,10.0,3.0,3.0,5.0,2.0,6.0,33.2429797,126.5652584
송당나무,제주특별자치도 제주시 구좌읍 송당5길 68-140 ,음식점,음식,음식점,카페/전통찻집,612.0,1.0,90.0,11.0,14.0,12.0,14.0,12.0,12.0,15.0,33.4769712,126.7890647
송당승마장,제주특별자치도 제주시 구좌읍 번영로 2015 ,레포츠,레포츠,육상 레포츠,승마,2610.0,1.0,344.0,62.0,60.0,48.0,48.0,41.0,30.0,55.0,33.4362132,126.7378524
송악산,제주특별자치도 서귀포시 대정읍 송악관광로 (상모리),관광지,자연,자연관광지,산,9965.0,1.0,1078.0,188.0,184.0,148.0,147.0,136.0,92.0,183.0,33.2077419,126.2909048
송악산진지동굴,제주특별자치도 서귀포시 대정읍 상모리 238 ,관광지,자연,자연관광지,동굴,2483.0,1.0,208.0,34.0,43.0,24.0,35.0,24.0,17.0,31.0,,
송악산둘레길,제주특별자치도 서귀포시 대정읍 상모리 245,관광지,레포츠,육상 레포츠,트래킹,18146.0,1.0,149.0,28.0,26.0,19.0,26.0,18.0,10.0,22.0,33.2077419,126.2909048
송악카트체험장,제주특별자치도 서귀포시 대정읍 송악관광로 404 ,레포츠,레포츠,육상 레포츠,카트,540.0,1.0,54.0,15.0,6.0,5.0,8.0,9.0,2.0,9.0,33.2085318,126.2894054
쇠소깍,제주특별자치도 서귀포시 쇠소깍로 128 (하효동),관광지,자연,자연관광지,계곡,38097.0,1.0,3381.0,613.0,642.0,452.0,379.0,402.0,380.0,513.0,33.2522494,126.6230068
쇠와꽃승마장,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17 ,레포츠,레포츠,육상 레포츠,승마,1147.0,1.0,127.0,16.0,26.0,21.0,17.0,9.0,18.0,20.0,,
수다뜰,제주특별자치도 제주시 명림로 164 ,음식점,음식,음식점,한식,259.0,1.0,22.0,4.0,3.0,2.0,3.0,1.0,5.0,4.0,33.4918919,126.8931112
수목원테마파크,제주특별자치도 제주시 은수길 69 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3236.0,1.0,285.0,43.0,57.0,44.0,34.0,32.0,33.0,42.0,33.4705937,126.4883601
수악,제주특별자치도 서귀포시 남원읍 516로 1042 ,관광지,자연,자연관광지,산,641.0,1.0,65.0,13.0,8.0,7.0,10.0,8.0,8.0,11.0,,
수애기베이커리,제주특별자치도 서귀포시 동일하모로98번길 48-59 ,음식점,음식,음식점,카페/전통찻집,312.0,1.0,29.0,9.0,4.0,3.0,3.0,4.0,2.0,4.0,33.2222745,126.2442216
수월봉,제주특별자치도 제주시 한경면 고산리 3760 ,관광지,자연,자연관광지,산,12795.0,1.0,1046.0,206.0,188.0,133.0,147.0,122.0,114.0,136.0,33.29476640000001,126.1634255
순두부엔짬뽕,제주특별자치도 제주시 통물길 30 ,음식점,음식,음식점,한식,330.0,1.0,45.0,9.0,7.0,5.0,7.0,7.0,5.0,5.0,33.4894428,126.4347767
순례자의교회,제주특별자치도 제주시 한경면 일주서로 3960-24 ,관광지,인문(문화/예술/역사),역사관광지,종교성지,2494.0,1.0,271.0,47.0,44.0,25.0,40.0,28.0,32.0,55.0,33.3198062,126.1805485
순옥이네명가,제주특별자치도 제주시 도공로 8 ,음식점,음식,음식점,한식,2476.0,1.0,230.0,53.0,47.0,28.0,26.0,29.0,20.0,27.0,,
술다끄는집,제주특별자치도 서귀포시 성읍정의현로56번길 5 ,문화시설,인문(문화/예술/역사),체험관광지,이색체험,299.0,1.0,25.0,7.0,3.0,6.0,2.0,5.0,0.0,2.0,,
술도가제주바당,제주특별자치도 제주시 구좌읍 한동로 27 1층,음식점,음식,음식점,한식,631.0,1.0,80.0,12.0,12.0,14.0,8.0,14.0,3.0,17.0,33.4934462,126.8991145
쉬리의언덕,제주특별자치도 서귀포시 색달동 3093-1,관광지,자연,자연관광지,자연생태관광지,1722.0,1.0,167.0,29.0,19.0,20.0,30.0,14.0,23.0,32.0,33.245437,126.405584
스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930 스누피 공원,관광지,인문(문화/예술/역사),휴양관광지,테마공원,4482.0,1.0,368.0,71.0,71.0,51.0,51.0,40.0,35.0,49.0,33.4435555,126.7785412
스모크하우스인구억,제주특별자치도 서귀포시 보성구억로 223 ,음식점,음식,음식점,서양식,264.0,1.0,33.0,7.0,7.0,4.0,2.0,4.0,4.0,5.0,33.2707898,126.2783557
스카이온파이브다이닝,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 ,음식점,음식,음식점,이색음식점,1118.0,1.0,135.0,30.0,20.0,15.0,21.0,23.0,11.0,15.0,,
스타빌,제주특별자치도 서귀포시 광평로 34-154 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",910.0,1.0,101.0,16.0,22.0,13.0,17.0,10.0,8.0,15.0,33.3394896,126.3947221
스테이위드커피,제주특별자치도 제주시 해안마을5길 29 ,음식점,음식,음식점,카페/전통찻집,274.0,1.0,34.0,7.0,8.0,0.0,6.0,4.0,2.0,7.0,33.4582363,126.4557217
스팅그레이,제주특별자치도 제주시 대한로 860-41 ,음식점,음식,음식점,카페/전통찻집,261.0,1.0,31.0,5.0,4.0,6.0,4.0,3.0,2.0,7.0,33.3039144,126.2474825
슬슬슬로우,제주특별자치도 제주시 구좌읍 덕행로 207 ,음식점,음식,음식점,한식,33.0,1.0,33.0,5.0,6.0,5.0,6.0,6.0,3.0,2.0,33.5561212,126.8067803
시골길,제주특별자치도 제주시 연동13길 9 ,음식점,음식,음식점,한식,228.0,1.0,33.0,7.0,4.0,6.0,2.0,3.0,5.0,6.0,33.4888634,126.4947318
시스터필드,제주특별자치도 서귀포시 월드컵로 8 ,음식점,음식,음식점,카페/전통찻집,266.0,1.0,36.0,9.0,6.0,2.0,5.0,4.0,2.0,8.0,33.2490866,126.506951
신도포구,제주특별자치도 서귀포시 대정읍 신도리 3046-2 ,관광지,자연,자연관광지,항구/포구,569.0,1.0,48.0,16.0,9.0,3.0,4.0,6.0,1.0,9.0,33.2832753,126.1916943
신라스테이제주,제주특별자치도 제주시 노연로 100 ,숙박,숙박,숙박시설,관광호텔,638.0,1.0,62.0,11.0,13.0,8.0,12.0,7.0,6.0,5.0,,
신비의도로,제주특별자치도 제주시 노형동 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,4799.0,1.0,425.0,85.0,71.0,54.0,38.0,62.0,46.0,69.0,33.4511084,126.4872373
신산공원,제주특별자치도 제주시 신산로 92-12 (일도이동),관광지,인문(문화/예술/역사),휴양관광지,공원,1336.0,1.0,81.0,14.0,18.0,9.0,11.0,11.0,6.0,12.0,33.505296,126.5336622
신설오름,제주특별자치도 제주시 고마로17길 2 (일도이동),음식점,음식,음식점,한식,844.0,1.0,111.0,15.0,16.0,15.0,23.0,14.0,15.0,13.0,33.5054457,126.5415639
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107 ,관광지,자연,자연관광지,해수욕장,2736.0,1.0,141.0,27.0,18.0,21.0,15.0,15.0,24.0,21.0,33.4300919,126.9272996
신의한모,제주특별자치도 제주시 하귀14길 11-1 ,음식점,음식,음식점,한식,325.0,1.0,29.0,3.0,6.0,5.0,3.0,1.0,5.0,6.0,33.4854767,126.4080059
신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1 ,관광지,자연,자연관광지,자연생태관광지,8862.0,1.0,625.0,107.0,116.0,92.0,90.0,75.0,62.0,83.0,33.3434277,126.1739088
신천리벽화마을,제주특별자치도 서귀포시 성산읍 신천리 478-1,관광지,인문(문화/예술/역사),체험관광지,이색체험,757.0,1.0,101.0,11.0,24.0,14.0,13.0,16.0,9.0,14.0,,
신풍리밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39 ,레포츠,인문(문화/예술/역사),체험관광지,이색거리,745.0,1.0,86.0,21.0,14.0,11.0,7.0,13.0,7.0,13.0,,
신화워터파크,제주특별자치도 서귀포시 신화역사로304번길 38 ,관광지,인문(문화/예술/역사),산업관광지,기타,2330.0,1.0,154.0,27.0,29.0,15.0,16.0,24.0,19.0,24.0,33.3071802,126.3174379
신화테마파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98 ,관광지,인문(문화/예술/역사),산업관광지,기타,3802.0,1.0,395.0,76.0,85.0,59.0,46.0,35.0,41.0,53.0,33.3060039,126.3118145
심바카레,제주특별자치도 제주시 애월읍 애월로 87-16 ,음식점,음식,음식점,일식,238.0,1.0,29.0,7.0,4.0,1.0,5.0,2.0,2.0,8.0,33.4482913,126.302271
싱계물공원,제주특별자치도 제주시 한경면 신창리 1322-1 ,관광지,자연,자연관광지,자연생태관광지,4067.0,1.0,253.0,48.0,43.0,33.0,21.0,37.0,25.0,46.0,,
쌍둥이횟집본점,제주특별자치도 서귀포시 중정로62번길 14 (서귀동),음식점,음식,음식점,한식,630.0,1.0,69.0,8.0,14.0,12.0,9.0,6.0,5.0,15.0,33.2466261,126.5629534
쌍용굴,제주특별자치도 제주시 한림읍 한림로 300 ,관광지,자연,자연관광지,동굴,1406.0,1.0,97.0,23.0,8.0,15.0,14.0,12.0,7.0,18.0,,
썬셋클리프,제주특별자치도 제주시 애월로1길 19-8 ,음식점,음식,음식점,카페/전통찻집,224.0,1.0,21.0,6.0,5.0,1.0,5.0,2.0,1.0,1.0,33.461839,126.3107057
씨리얼,제주특별자치도 제주시 한림읍 명랑로 26 ,음식점,음식,음식점,카페/전통찻집,146.0,1.0,21.0,6.0,4.0,1.0,1.0,4.0,3.0,2.0,33.4143257,126.2674268
씨오르리조트,제주특별자치도 서귀포시 이어도로 989 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,393.0,1.0,38.0,3.0,7.0,5.0,5.0,6.0,4.0,8.0,33.2423556,126.518405
아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593 ,관광지,자연,자연관광지,산,1979.0,1.0,213.0,37.0,30.0,19.0,36.0,41.0,24.0,26.0,33.4754137,126.8302981
아날로그감귤밭,제주특별자치도 제주시 해안마을8길 46 (해안동),관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,2457.0,1.0,314.0,62.0,47.0,51.0,44.0,35.0,24.0,51.0,33.455681,126.4509292
아뜰리에안,제주특별자치도 서귀포시 막숙포로 166 ,음식점,음식,음식점,카페/전통찻집,152.0,1.0,18.0,4.0,3.0,0.0,3.0,2.0,2.0,4.0,33.2315085,126.5060228
아라리오뮤지엄동문모텔2,제주특별자치도 제주시 산지로 23 ,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,445.0,1.0,46.0,6.0,9.0,2.0,3.0,11.0,6.0,9.0,33.5149589,126.5293687
아라리오뮤지엄탑동시네마,제주특별자치도 제주시 탑동로 14 ,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,1003.0,1.0,97.0,19.0,13.0,12.0,9.0,9.0,10.0,25.0,33.5120406,126.5215055
아름다운리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644 ,숙박,숙박,숙박시설,콘도미니엄,422.0,1.0,46.0,6.0,16.0,6.0,6.0,6.0,1.0,5.0,33.4752576,126.9101107
아리,제주특별자치도 서귀포시 홍중로 99 1층,음식점,음식,음식점,일식,208.0,1.0,42.0,6.0,5.0,7.0,7.0,4.0,1.0,12.0,,
아부오름,제주특별자치도 제주시 구좌읍 금백조로 (구좌읍),관광지,자연,자연관광지,산,9135.0,1.0,1011.0,164.0,170.0,143.0,138.0,119.0,121.0,156.0,33.4476259,126.7772967
아서원,제주특별자치도 서귀포시 일주동로 8143 (하효동),음식점,음식,음식점,중식,41.0,1.0,41.0,9.0,4.0,3.0,9.0,6.0,4.0,6.0,33.2603709,126.6172788
아일랜드팩토리풍류,제주특별자치도 제주시 관덕로8길 31 ,음식점,음식,음식점,카페/전통찻집,244.0,1.0,43.0,10.0,9.0,7.0,4.0,6.0,2.0,5.0,,
아줄레주,제주특별자치도 서귀포시 신풍하동로19번길 59 ,음식점,음식,음식점,카페/전통찻집,355.0,1.0,48.0,9.0,9.0,5.0,7.0,4.0,3.0,11.0,33.3668229,126.8391408
아침미소목장,제주특별자치도 제주시 첨단동길 160-20 (월평동),관광지,인문(문화/예술/역사),산업관광지,기타,2825.0,1.0,270.0,58.0,49.0,38.0,34.0,29.0,17.0,45.0,33.4544337,126.5864979
아침의향기,제주특별자치도 서귀포시 색달중앙로 122 ,숙박,숙박,숙박시설,펜션,244.0,1.0,28.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,33.2656267,126.4143812
아쿠아플라넷제주,제주특별자치도 서귀포시 성산읍 섭지코지로 95 ,문화시설,인문(문화/예술/역사),휴양관광지,테마공원,14454.0,1.0,912.0,153.0,176.0,122.0,113.0,118.0,83.0,147.0,,
아프리카박물관,제주특별자치도 서귀포시 이어도로 49 (대포동),문화시설,인문(문화/예술/역사),문화시설,박물관,1902.0,1.0,232.0,37.0,47.0,31.0,32.0,25.0,27.0,33.0,33.2398593,126.4290352
안거리밖거리,제주특별자치도 서귀포시 솔동산로 6-1 ,음식점,음식,음식점,한식,606.0,1.0,66.0,12.0,9.0,6.0,11.0,9.0,9.0,10.0,33.2442829,126.5641032
안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524 ,관광지,자연,자연관광지,계곡,4621.0,1.0,292.0,51.0,30.0,53.0,35.0,38.0,31.0,54.0,33.258442,126.3529777
안돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-2 ,관광지,자연,자연관광지,산,3390.0,1.0,259.0,47.0,41.0,32.0,41.0,35.0,28.0,35.0,33.4572421,126.7561096
알프스승마장포니,제주특별자치도 서귀포시 표선면 서성일로 73 ,레포츠,레포츠,육상 레포츠,승마,549.0,1.0,82.0,20.0,14.0,8.0,7.0,17.0,6.0,10.0,33.3982708,126.8021819
앙뚜아네트용담점,제주특별자치도 제주시 서해안로 671 ,음식점,음식,음식점,카페/전통찻집,161.0,1.0,18.0,1.0,4.0,2.0,1.0,3.0,1.0,6.0,,
앞뱅디식당,제주특별자치도 제주시 선덕로 26 ,음식점,음식,음식점,한식,603.0,1.0,63.0,7.0,11.0,7.0,9.0,11.0,9.0,9.0,33.4853905,126.4999422
애월우니담,제주특별자치도 제주시 고내로13길 107 2층,음식점,음식,음식점,한식,323.0,1.0,36.0,10.0,2.0,4.0,5.0,5.0,5.0,5.0,,
애월더선셋,제주특별자치도 제주시 일주서로 6111 ,음식점,음식,음식점,카페/전통찻집,1163.0,1.0,131.0,26.0,22.0,19.0,16.0,11.0,17.0,20.0,33.4560301,126.308844
애월빵공장앤카페,제주특별자치도 제주시 애월읍 금성5길 42-15 ,음식점,음식,음식점,카페/전통찻집,409.0,1.0,66.0,8.0,18.0,12.0,5.0,7.0,6.0,10.0,33.4482659,126.3016534
야자수식당,제주특별자치도 제주시 한림읍 한림로 300 ,음식점,음식,음식점,한식,329.0,1.0,47.0,6.0,10.0,5.0,2.0,10.0,3.0,11.0,,
야크마을,제주특별자치도 서귀포시 색달중앙로 162 ,숙박,숙박,숙박시설,콘도미니엄,1558.0,1.0,145.0,34.0,25.0,17.0,17.0,26.0,8.0,18.0,33.2685348,126.4165519
약천사,제주특별자치도 서귀포시 이어도로 293-28 (대포동),관광지,인문(문화/예술/역사),역사관광지,사찰,4177.0,1.0,387.0,71.0,60.0,46.0,50.0,39.0,54.0,67.0,33.2461046,126.4495188
양가형제,제주특별자치도 제주시 청수동8길 3 ,음식점,음식,음식점,서양식,1204.0,1.0,147.0,31.0,23.0,18.0,23.0,25.0,16.0,11.0,33.3073191,126.2539604
어머니닭집,제주특별자치도 서귀포시 고성오조로 13 어머니밥집 ,음식점,음식,음식점,한식,262.0,1.0,32.0,7.0,3.0,1.0,11.0,3.0,4.0,3.0,33.4452792,126.9134015
어머니의뜻을담다단지,제주특별자치도 제주시 하귀2길 66 1층,음식점,음식,음식점,한식,491.0,1.0,29.0,7.0,5.0,3.0,7.0,1.0,2.0,4.0,,
어승생,제주특별자치도 제주시 해안동 산220-12 (일대),관광지,자연,자연관광지,산,6592.0,1.0,593.0,104.0,88.0,63.0,95.0,74.0,60.0,109.0,33.4569871,126.4586514
어영공원,제주특별자치도 제주시 서해안로 451 (용담삼동) ,관광지,인문(문화/예술/역사),휴양관광지,공원,1250.0,1.0,113.0,19.0,22.0,17.0,8.0,16.0,13.0,18.0,33.5177971,126.4877926
어우늘,제주특별자치도 제주시 연북로 222 ,음식점,음식,음식점,한식,409.0,1.0,41.0,8.0,4.0,3.0,10.0,5.0,2.0,9.0,33.4811504,126.5050546
엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192 (중문동),관광지,자연,자연관광지,계곡,5162.0,1.0,346.0,69.0,45.0,52.0,58.0,30.0,45.0,47.0,33.2473317,126.4180777
엉또폭포,제주특별자치도 서귀포시 엉또로 104 (강정동) ,관광지,자연,자연관광지,폭포,4123.0,1.0,327.0,51.0,24.0,31.0,46.0,89.0,48.0,38.0,33.2604907,126.4948354
엉알해안,제주특별자치도 제주시 한경면 고산리 3671-1,관광지,자연,자연관광지,해안절경,1576.0,1.0,247.0,43.0,37.0,35.0,35.0,28.0,20.0,49.0,33.2988351,126.1686043
엉알해안산책로,제주특별자치도 제주시 한경면 노을해안로 1143 ,관광지,자연,자연관광지,해안절경,2032.0,1.0,177.0,39.0,24.0,24.0,27.0,27.0,15.0,21.0,33.3080027,126.164116
에버리스골프리조트,제주특별자치도 제주시 애월읍 평화로 1693-75 ,레포츠,레포츠,육상 레포츠,골프,440.0,1.0,47.0,13.0,8.0,4.0,6.0,10.0,1.0,5.0,,
에오마르,제주특별자치도 제주시 선사로8길 13-6 (삼양일동),음식점,음식,음식점,카페/전통찻집,268.0,1.0,23.0,4.0,6.0,1.0,2.0,5.0,1.0,4.0,33.5256798,126.586479
