관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,1월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,위도,경도
제주항공우주호텔,제주특별자치도 서귀포시 녹차분재로 216 제주항공우주호텔 ,숙박,숙박,숙박시설,관광호텔,274.0,1.0,32.0,4.0,3.0,7.0,0.0,3.0,9.0,6.0,33.3022751,126.2947784
제주901,제주특별자치도 제주시 1100로 2977-10 ,숙박,숙박,숙박시설,민박,1429.0,1.0,135.0,26.0,16.0,16.0,15.0,19.0,15.0,28.0,33.4529974,126.4864001
제주개생활연구소,제주특별자치도 제주시 녹차분재로 502 ,음식점,음식,음식점,카페/전통찻집,411.0,1.0,41.0,8.0,9.0,5.0,6.0,6.0,4.0,3.0,33.3168806,126.2703719
제주공룡랜드,제주특별자치도 제주시 애월읍 광령평화2길 1 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,2609.0,1.0,192.0,29.0,31.0,23.0,30.0,22.0,23.0,34.0,,
제주곶자왈도립공원,제주특별자치도 서귀포시 에듀시티로 178 ,관광지,자연,자연관광지,도립공원,4018.0,1.0,252.0,42.0,43.0,26.0,40.0,35.0,28.0,38.0,33.289275,126.2749677
제주관덕정분식,제주특별자치도 제주시 관덕로8길 7-9 ,음식점,음식,음식점,한식,265.0,1.0,30.0,10.0,2.0,5.0,2.0,3.0,4.0,4.0,33.5126091,126.5243351
제주교육박물관,제주특별자치도 제주시 오복4길 25 (이도이동),문화시설,인문(문화/예술/역사),문화시설,박물관,1023.0,1.0,97.0,12.0,12.0,20.0,14.0,11.0,15.0,13.0,33.4945087,126.5380361
제주국제평화센터,제주특별자치도 서귀포시 중문관광로 227-24 (중문동),문화시설,인문(문화/예술/역사),문화시설,전시관,645.0,1.0,59.0,8.0,11.0,7.0,6.0,15.0,4.0,8.0,33.2446048,126.421732
제주그림카페,제주특별자치도 서귀포시 녹차분재로 218 제주항공우주박물관 4층,음식점,음식,음식점,카페/전통찻집,999.0,1.0,123.0,24.0,29.0,13.0,11.0,11.0,11.0,24.0,33.3027032,126.2991031
제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023 ,문화시설,인문(문화/예술/역사),문화시설,박물관,10123.0,1.0,487.0,92.0,78.0,74.0,57.0,66.0,52.0,68.0,33.4373391,126.6668484
제주돌창고,제주특별자치도 제주시 한경면 조수7길 8 ,음식점,음식,음식점,카페/전통찻집,620.0,1.0,56.0,8.0,12.0,5.0,6.0,8.0,9.0,8.0,33.3371501,126.2335927
제주동백수목원,제주특별자치도 서귀포시 남원읍 태위로 (288) ,관광지,자연,자연관광지,수목원,14183.0,1.0,1770.0,333.0,283.0,281.0,217.0,156.0,212.0,288.0,33.2728896,126.6749197
제주뚝배기,제주특별자치도 서귀포시 성산읍 일출로 255 ,음식점,음식,음식점,한식,459.0,1.0,41.0,6.0,11.0,3.0,5.0,4.0,3.0,9.0,33.4611419,126.932983
제주러브랜드,제주특별자치도 제주시 1100로 2894-72 (연동),관광지,인문(문화/예술/역사),휴양관광지,테마공원,4360.0,1.0,251.0,46.0,42.0,42.0,33.0,27.0,21.0,40.0,33.4517135,126.4901715
제주레일바이크,제주특별자치도 제주시 구좌읍 용눈이오름로 641 ,레포츠,레포츠,육상 레포츠,트래킹,9852.0,1.0,787.0,130.0,117.0,124.0,116.0,102.0,83.0,115.0,33.4646218,126.8369517
제주로얄호텔,제주특별자치도 제주시 신대로12길 45 ,숙박,숙박,숙박시설,관광호텔,98.0,1.0,19.0,6.0,0.0,3.0,2.0,0.0,4.0,4.0,33.4885606,126.4917047
제주명가두루치기,제주특별자치도 서귀포시 태평로 495 ,음식점,음식,음식점,한식,473.0,1.0,49.0,9.0,4.0,8.0,8.0,4.0,5.0,11.0,33.2495756,126.5710384
제주목관아,제주특별자치도 제주시 관덕로 25 (삼도이동),관광지,인문(문화/예술/역사),역사관광지,고궁,2575.0,1.0,178.0,27.0,42.0,27.0,30.0,22.0,14.0,16.0,33.5138664,126.5217134
제주목화휴양펜션,제주특별자치도 서귀포시 남원읍 태위로 485 ,숙박,숙박,숙박시설,펜션,294.0,1.0,32.0,7.0,1.0,1.0,3.0,2.0,4.0,14.0,33.27517,126.6990102
제주미향,제주특별자치도 서귀포시 천제연로 99 ,음식점,음식,음식점,한식,856.0,1.0,88.0,10.0,16.0,8.0,16.0,12.0,11.0,15.0,33.2550602,126.4163814
제주민속식품,제주특별자치도 제주시 구좌읍 번영로 2178 ,쇼핑,쇼핑,쇼핑,전문매장/상가,258.0,1.0,24.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,33.4281061,126.751044
제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34 ,문화시설,인문(문화/예술/역사),역사관광지,민속마을,4966.0,1.0,400.0,64.0,73.0,59.0,41.0,63.0,37.0,63.0,33.3225098,126.8418176
제주바다체험장,제주특별자치도 제주시 구좌읍 일주동로 1777 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1227.0,1.0,90.0,14.0,22.0,9.0,12.0,8.0,12.0,13.0,33.5546738,126.7218438
제주베스트힐,제주특별자치도 제주시 조천읍 남조로 2109-36 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",385.0,1.0,38.0,5.0,7.0,6.0,5.0,2.0,4.0,9.0,33.4540851,126.6576267
제주별빛누리공원,제주특별자치도 제주시 선돌목동길 60 (오등동) ,관광지,인문(문화/예술/역사),휴양관광지,공원,1639.0,1.0,102.0,13.0,21.0,9.0,17.0,14.0,14.0,14.0,33.4451439,126.5492347
제주빅볼랜드,제주특별자치도 제주시 구좌읍 송당리 산164-4,레포츠,레포츠,복합 레포츠,복합 레포츠,3658.0,1.0,361.0,64.0,71.0,45.0,60.0,39.0,32.0,50.0,33.3896886,126.3755247
제주삼다국수,제주특별자치도 서귀포시 김정문화로 59-1 ,음식점,음식,음식점,한식,214.0,1.0,27.0,2.0,7.0,4.0,3.0,3.0,5.0,3.0,33.2510903,126.5111484
제주성지,제주특별자치도 제주시 오현길 61 (이도일동),관광지,인문(문화/예술/역사),역사관광지,성,603.0,1.0,62.0,12.0,13.0,9.0,5.0,4.0,7.0,12.0,33.5104855,126.5257264
제주승마공원,제주특별자치도 제주시 애월읍 녹고메길 152-1 (애월읍),레포츠,레포츠,육상 레포츠,승마,1826.0,1.0,209.0,36.0,31.0,17.0,41.0,29.0,18.0,37.0,33.4052867,126.405382
제주시새우리,제주특별자치도 제주시 무근성7길 24 ,음식점,음식,음식점,한식,148.0,1.0,21.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,,
제주아이브리조트,제주특별자치도 서귀포시 산록남로 1966-34 (영남동),관광지,인문(문화/예술/역사),휴양관광지,관광단지,709.0,1.0,94.0,14.0,9.0,14.0,10.0,12.0,13.0,22.0,33.288409,126.4968764
제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214 ,문화시설,인문(문화/예술/역사),문화시설,공연장,9898.0,1.0,807.0,142.0,152.0,103.0,131.0,102.0,58.0,119.0,33.3143833,126.3446028
제주아트센터,제주특별자치도 제주시 오남로 231 제주아트센터 ,문화시설,인문(문화/예술/역사),문화시설,공연장,675.0,1.0,90.0,20.0,11.0,9.0,13.0,10.0,14.0,13.0,33.4750765,126.5152756
제주안전체험관,제주특별자치도 제주시 애월읍 평화로 1885 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,2271.0,1.0,117.0,28.0,27.0,15.0,14.0,9.0,8.0,16.0,33.3942008,126.3737312
제주양떼목장,제주특별자치도 제주시 애월읍 도치돌길 289-13 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1043.0,1.0,136.0,31.0,16.0,21.0,16.0,17.0,15.0,20.0,33.4109424,126.3653661
제주에가면,제주특별자치도 제주시 탑동로 119 ,음식점,음식,음식점,한식,99.0,1.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,33.5147467,126.5180225
제주엠리조트,제주특별자치도 서귀포시 중산간서로157번길 28-6 제주M리조트 ,숙박,숙박,숙박시설,관광호텔,202.0,1.0,23.0,7.0,3.0,1.0,1.0,4.0,2.0,5.0,33.2577831,126.4945114
제주유리박물관,제주특별자치도 서귀포시 중산간서로 1403 (상예동),문화시설,인문(문화/예술/역사),문화시설,박물관,1687.0,1.0,185.0,35.0,34.0,25.0,33.0,16.0,14.0,28.0,33.278366,126.3699424
제주절물자연휴양림,제주특별자치도 제주시 명림로 584 ,관광지,자연,자연관광지,자연휴양림,14568.0,1.0,541.0,92.0,99.0,86.0,71.0,62.0,58.0,73.0,33.4302354,126.6227963
제주제트,제주특별자치도 서귀포시 대포로 172-5 (대포동),레포츠,레포츠,레포츠소개,수상레포츠,1213.0,1.0,71.0,14.0,8.0,9.0,13.0,8.0,7.0,12.0,33.2384891,126.4394879
제주팔레스호텔,제주특별자치도 제주시 탑동로 9 ,숙박,숙박,숙박시설,관광호텔,248.0,1.0,35.0,7.0,8.0,1.0,2.0,6.0,4.0,7.0,33.5168727,126.52372
제주펜션향림원,제주특별자치도 서귀포시 칠십리로394번길 8-3 ,숙박,숙박,숙박시설,펜션,229.0,1.0,41.0,6.0,5.0,3.0,4.0,7.0,5.0,11.0,33.2437709,126.5932026
제주플래티늄카라반,제주특별자치도 제주시 애월읍 하귀미수포길 5-8 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",428.0,1.0,51.0,8.0,13.0,5.0,9.0,5.0,4.0,7.0,33.4834503,126.4018565
제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 ,문화시설,인문(문화/예술/역사),문화시설,박물관,3775.0,1.0,445.0,80.0,89.0,67.0,64.0,63.0,33.0,49.0,33.3027032,126.2991031
제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303 ,문화시설,인문(문화/예술/역사),문화시설,기념관,918.0,1.0,61.0,12.0,6.0,14.0,8.0,7.0,4.0,10.0,33.5416465,126.6427429
제주해물밥,제주특별자치도 제주시 월대3길 14-6 ,음식점,음식,음식점,한식,632.0,1.0,82.0,14.0,16.0,6.0,17.0,12.0,8.0,9.0,33.4946797,126.4339883
제주해양동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21 ,문화시설,인문(문화/예술/역사),문화시설,박물관,2617.0,1.0,285.0,47.0,45.0,39.0,46.0,32.0,31.0,45.0,33.4296617,126.8555492
제주해양레저,제주특별자치도 서귀포시 중문관광로 192 ,레포츠,레포츠,복합 레포츠,복합 레포츠,1164.0,1.0,69.0,17.0,12.0,5.0,10.0,10.0,4.0,11.0,33.2473317,126.4180777
제주향교,제주특별자치도 제주시 서문로 43 (용담일동),관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,773.0,1.0,57.0,11.0,7.0,7.0,13.0,6.0,3.0,10.0,33.5111677,126.5159523
제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170 ,관광지,인문(문화/예술/역사),산업관광지,기타,3429.0,1.0,278.0,58.0,44.0,30.0,35.0,33.0,26.0,52.0,33.330435,126.8154056
제주현대미술관,제주특별자치도 제주시 한경면 저지14길 35 ,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,4648.0,1.0,429.0,88.0,65.0,72.0,61.0,54.0,37.0,52.0,33.339892,126.2656119
제주힐링명상센터,제주특별자치도 제주시 애월읍 어음13길 196 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,2763.0,1.0,265.0,49.0,50.0,35.0,38.0,42.0,17.0,34.0,33.3955297,126.3610931
제지기오름,제주특별자치도 서귀포시 보목동 275-1 (일대),관광지,자연,자연관광지,산,988.0,1.0,91.0,21.0,15.0,15.0,7.0,13.0,6.0,14.0,33.2419331,126.6096102
젠하이드어웨이,제주특별자치도 서귀포시 안덕면 사계남로 186-8 ,음식점,음식,음식점,카페/전통찻집,2976.0,1.0,105.0,35.0,7.0,6.0,15.0,11.0,20.0,11.0,33.229588,126.3085478
조랑말체험공원,제주특별자치도 서귀포시 표선면 녹산로 381-15 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,1821.0,1.0,164.0,34.0,35.0,23.0,21.0,17.0,7.0,27.0,33.3831928,126.7359802
조안베어뮤지엄,제주특별자치도 서귀포시 대포로 113 (대포동),문화시설,인문(문화/예술/역사),문화시설,박물관,804.0,1.0,98.0,18.0,18.0,16.0,11.0,13.0,12.0,10.0,33.240272,126.4340355
조천만세동산,제주특별자치도 제주시 조천읍 조천리 1142-1,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,1237.0,1.0,76.0,16.0,8.0,13.0,9.0,12.0,4.0,14.0,33.5399846,126.6416165
조천함덕해안도로,제주특별자치도 제주시 조천읍 조함해안로 525 ,관광지,자연,자연관광지,자연생태관광지,1614.0,1.0,139.0,21.0,13.0,29.0,17.0,21.0,14.0,24.0,33.5313895,126.6429191
족은노꼬메오름,제주특별자치도 제주시 애월읍 산록서로 482-34 ,레포츠,레포츠,육상 레포츠,트래킹,933.0,1.0,99.0,21.0,15.0,19.0,8.0,11.0,9.0,16.0,33.4102354,126.412865
종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 ,관광지,자연,자연관광지,자연생태관광지,1858.0,1.0,163.0,30.0,22.0,32.0,17.0,22.0,19.0,21.0,33.4828963,126.9017162
종달리수국길,제주특별자치도 제주시 구좌읍 종달리 112-4 ,관광지,자연,자연관광지,자연생태관광지,4291.0,1.0,132.0,20.0,23.0,19.0,18.0,14.0,10.0,28.0,33.5290971,126.8463777
종달리해변,제주특별자치도 제주시 구좌읍 종달리 565-72,관광지,자연,자연관광지,해수욕장,1097.0,1.0,128.0,22.0,18.0,23.0,9.0,18.0,17.0,21.0,33.4963748,126.9096779
종달해녀의집,제주특별자치도 제주시 구좌읍 해맞이해안로 2276 ,음식점,음식,음식점,한식,370.0,1.0,28.0,5.0,3.0,4.0,5.0,3.0,1.0,7.0,33.5290971,126.8463777
주상절리대,제주특별자치도 서귀포시 이어도로 36-30 (중문동),관광지,자연,자연관광지,해안절경,39913.0,1.0,1491.0,223.0,241.0,215.0,196.0,191.0,158.0,267.0,,
죽성고을,제주특별자치도 제주시 한북로 176 ,음식점,음식,음식점,한식,212.0,1.0,26.0,5.0,2.0,3.0,5.0,5.0,1.0,5.0,33.4622582,126.5341448
중문모메든식당,제주특별자치도 서귀포시 일주서로 508 ,음식점,음식,음식점,한식,248.0,1.0,31.0,7.0,7.0,4.0,3.0,6.0,3.0,1.0,33.2534421,126.4545515
중문관광단지,제주특별자치도 서귀포시 중문관광로 38 (중문관광단지안내소),관광지,인문(문화/예술/역사),휴양관광지,관광단지,7359.0,1.0,660.0,137.0,104.0,74.0,87.0,103.0,66.0,89.0,33.2482702,126.4104128
중문미로파크,제주특별자치도 서귀포시 상예동 3592-5 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,2467.0,1.0,338.0,73.0,47.0,46.0,40.0,29.0,41.0,62.0,33.2635326,126.3818174
중문색달해수욕장,제주특별자치도 서귀포시 색달동 ,관광지,자연,자연관광지,해수욕장,12171.0,1.0,544.0,95.0,86.0,74.0,68.0,70.0,71.0,80.0,33.2459369,126.4126699
중문수두리보말칼국수,제주특별자치도 서귀포시 천제연로 192 (중문동),음식점,음식,음식점,한식,1050.0,1.0,123.0,18.0,16.0,18.0,28.0,13.0,10.0,20.0,33.2515791,126.425044
중문승마공원,제주특별자치도 서귀포시 대포동 2270 ,레포츠,레포츠,육상 레포츠,승마,675.0,1.0,96.0,16.0,17.0,14.0,11.0,10.0,9.0,19.0,33.2423154,126.4455515
중문향토오일시장,제주특별자치도 서귀포시 천제연로188번길 12 ,쇼핑,쇼핑,쇼핑,5일장,3142.0,1.0,287.0,43.0,40.0,32.0,38.0,33.0,40.0,61.0,33.2507996,126.4241933
지미봉,제주특별자치도 제주시 구좌읍 종달리 산3-1,관광지,자연,자연관광지,산,1897.0,1.0,183.0,48.0,27.0,22.0,19.0,25.0,19.0,23.0,33.4966806,126.9065947
지오아라,제주특별자치도 서귀포시 안덕면 사계로114번길 54-86 ,음식점,음식,음식점,카페/전통찻집,2509.0,1.0,74.0,24.0,5.0,4.0,7.0,7.0,19.0,8.0,33.2364028,126.3076973
진주식당,제주특별자치도 서귀포시 태평로 353 ,음식점,음식,음식점,한식,224.0,1.0,31.0,8.0,5.0,6.0,1.0,2.0,5.0,4.0,33.2466681,126.559071
짬뽕에취한날,제주특별자치도 제주시 귀아랑2길 4 (연동),음식점,음식,음식점,중식,343.0,1.0,44.0,5.0,10.0,7.0,9.0,6.0,3.0,4.0,33.4911642,126.4978563
쪼끌락,제주특별자치도 제주시 김녕로21길 21 ,음식점,음식,음식점,카페/전통찻집,28.0,1.0,28.0,8.0,5.0,3.0,2.0,3.0,2.0,5.0,33.55785170000001,126.7552118
차귀도,제주특별자치도 제주시 한경면 고락로 200-52 ,관광지,자연,자연관광지,섬,4269.0,1.0,365.0,78.0,54.0,62.0,37.0,42.0,38.0,54.0,33.3011544,126.2055959
차귀도요트,제주특별자치도 제주시 한경면 한경해안로 156 ,레포츠,레포츠,수상 레포츠,요트,611.0,1.0,37.0,7.0,2.0,8.0,5.0,4.0,7.0,4.0,33.3240083,126.1660356
차귀도유람선,제주특별자치도 제주시 한경면 노을해안로 1160 ,관광지,인문(문화/예술/역사),휴양관광지,유람선/잠수함관광,2279.0,1.0,163.0,24.0,28.0,28.0,24.0,16.0,14.0,29.0,33.3089439,126.1655204
착한집,제주특별자치도 제주시 서광로 98 (오라삼동),음식점,음식,음식점,한식,227.0,1.0,41.0,8.0,7.0,6.0,5.0,6.0,3.0,6.0,33.49999220000001,126.5068802
참맛나김밥,제주특별자치도 제주시 한라대학로 31 ,음식점,음식,음식점,한식,240.0,1.0,36.0,7.0,4.0,4.0,6.0,3.0,2.0,10.0,33.4786503,126.4750481
채훈이네해장국,제주특별자치도 제주시 한림읍 한림상로 29 ,음식점,음식,음식점,한식,349.0,1.0,40.0,5.0,4.0,8.0,2.0,7.0,3.0,11.0,33.3493983,126.1825103
천아오름,제주특별자치도 제주시 애월읍 산록서로 678-207 ,관광지,자연,자연관광지,산,548.0,1.0,58.0,13.0,6.0,11.0,6.0,11.0,3.0,8.0,,
천왕사,제주특별자치도 제주시 1100로 2528-111 (노형동) ,관광지,인문(문화/예술/역사),역사관광지,사찰,2561.0,1.0,273.0,40.0,36.0,33.0,34.0,39.0,28.0,63.0,33.4087029,126.4944197
천제연토속음식점,제주특별자치도 서귀포시 천제연로 45 ,음식점,음식,음식점,한식,383.0,1.0,47.0,11.0,7.0,2.0,4.0,9.0,6.0,8.0,33.2567896,126.410776
천제연폭포,제주특별자치도 서귀포시 천제연로 132 (중문동),관광지,자연,자연관광지,폭포,15638.0,1.0,1105.0,195.0,175.0,137.0,139.0,132.0,137.0,190.0,33.2522307,126.4183698
천지연폭포,제주특별자치도 서귀포시 천지동 667-7,관광지,자연,자연관광지,폭포,45349.0,1.0,3122.0,591.0,510.0,395.0,409.0,374.0,330.0,513.0,33.2447302,126.5597984
철가방을든해녀,제주특별자치도 서귀포시 마라로 85 ,음식점,음식,음식점,중식,301.0,1.0,30.0,7.0,5.0,4.0,2.0,4.0,2.0,6.0,33.1165519,126.2660528
청수곶자왈,제주특별자치도 제주시 한경면 연명로 348 ,관광지,자연,자연관광지,산,1526.0,1.0,107.0,19.0,18.0,17.0,9.0,16.0,13.0,15.0,33.3177234,126.2476181
청운식당,제주특별자치도 서귀포시 성산읍 일출로 285 ,음식점,음식,음식점,한식,284.0,1.0,31.0,4.0,6.0,6.0,2.0,6.0,3.0,4.0,33.4630574,126.9348328
청재설헌,제주특별자치도 서귀포시 인정오름로 135-18 ,숙박,숙박,숙박시설,펜션,439.0,1.0,63.0,8.0,6.0,4.0,15.0,4.0,11.0,15.0,33.2892686,126.5716866
청춘부부,제주특별자치도 서귀포시 추사로38번길 181 ,음식점,음식,음식점,카페/전통찻집,240.0,1.0,31.0,9.0,5.0,3.0,5.0,3.0,3.0,3.0,33.2659786,126.2789592
초콜릿박물관,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144 ,문화시설,인문(문화/예술/역사),문화시설,박물관,3175.0,1.0,400.0,78.0,77.0,53.0,53.0,44.0,43.0,52.0,33.2572278,126.2298012
추자도,제주특별자치도 제주시 추자면 추자도,관광지,자연,자연관광지,섬,5463.0,1.0,241.0,44.0,35.0,32.0,35.0,31.0,27.0,37.0,33.9470135,126.3200969
추자도등대,제주특별자치도 제주시 추자면 영흥4길 43 (추자면),관광지,자연,자연관광지,등대,319.0,1.0,37.0,4.0,10.0,3.0,7.0,6.0,5.0,2.0,33.957785,126.2982082
취다선리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688 ,숙박,숙박,숙박시설,게스트하우스,1342.0,1.0,169.0,17.0,28.0,24.0,23.0,31.0,18.0,28.0,33.4718627,126.9128692
칠분의오,제주특별자치도 제주시 해맞이해안로 650-20 ,음식점,음식,음식점,서양식,292.0,1.0,35.0,5.0,5.0,3.0,4.0,5.0,5.0,8.0,33.5290971,126.8463777
카고크루즈,제주특별자치도 제주시 탑동로 43 ,음식점,음식,음식점,서양식,141.0,1.0,21.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,33.51758179999999,126.5203646
카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166 ,관광지,자연,자연관광지,수목원,24856.0,1.0,1685.0,320.0,304.0,254.0,192.0,194.0,171.0,250.0,33.2897826,126.3698049
카이로스,제주특별자치도 제주시 애월읍 장유길 49-43 ,숙박,숙박,숙박시설,펜션,385.0,1.0,38.0,5.0,10.0,5.0,5.0,4.0,2.0,7.0,33.44929279999999,126.4001638
카페글렌코,제주특별자치도 제주시 비자림로 1202 ,음식점,음식,음식점,카페/전통찻집,491.0,1.0,60.0,6.0,17.0,5.0,6.0,9.0,11.0,6.0,,
카페동백,제주특별자치도 제주시 동백로 68 ,음식점,음식,음식점,카페/전통찻집,501.0,1.0,66.0,8.0,11.0,6.0,10.0,10.0,5.0,16.0,33.5089901,126.7145853
카페라라라,제주특별자치도 제주시 해맞이해안로 1430 ,음식점,음식,음식점,카페/전통찻집,184.0,1.0,20.0,0.0,2.0,3.0,3.0,2.0,1.0,9.0,,
카페아오오,제주특별자치도 서귀포시 성산읍 환해장성로 75 ,음식점,음식,음식점,카페/전통찻집,277.0,1.0,44.0,8.0,6.0,7.0,5.0,8.0,3.0,7.0,33.3791372,126.8799189
카페갤러리,제주특별자치도 제주시 남조로 1717-24 ,음식점,음식,음식점,카페/전통찻집,355.0,1.0,39.0,5.0,7.0,5.0,3.0,7.0,4.0,8.0,33.4220279,126.6750438
카페더라이트,제주특별자치도 서귀포시 한도로 269 ,음식점,음식,음식점,카페/전통찻집,200.0,1.0,32.0,6.0,9.0,3.0,2.0,3.0,4.0,5.0,33.4658365,126.9358933
카페리,제주특별자치도 제주시 구좌읍 평대2길 39 ,음식점,음식,음식점,카페/전통찻집,306.0,1.0,36.0,13.0,7.0,2.0,2.0,5.0,3.0,4.0,,
카페보롬왓,제주특별자치도 서귀포시 번영로 2350-104 ,음식점,음식,음식점,카페/전통찻집,1045.0,1.0,44.0,7.0,13.0,6.0,2.0,5.0,4.0,7.0,,
카페숑,제주특별자치도 서귀포시 공천포로 91 ,음식점,음식,음식점,카페/전통찻집,621.0,1.0,70.0,11.0,14.0,8.0,9.0,7.0,8.0,13.0,33.2664325,126.6427599
카페유주,제주특별자치도 제주시 한림상로 17 ,음식점,음식,음식점,카페/전통찻집,290.0,1.0,71.0,11.0,8.0,28.0,7.0,6.0,4.0,7.0,33.4054513,126.2572727
카페코지,제주특별자치도 서귀포시 성산읍 한도로 200 ,음식점,음식,음식점,카페/전통찻집,466.0,1.0,38.0,9.0,5.0,3.0,2.0,6.0,2.0,11.0,33.4682057,126.9291872
카페콜라,제주특별자치도 제주시 일주서로 5857 ,음식점,음식,음식점,카페/전통찻집,620.0,1.0,59.0,9.0,12.0,8.0,10.0,5.0,5.0,10.0,33.4433286,126.2919658
