관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,1월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,위도,경도
카페텐저린,제주특별자치도 서귀포시 이어도로 880 ,음식점,음식,음식점,카페/전통찻집,206.0,1.0,27.0,5.0,6.0,2.0,4.0,2.0,5.0,3.0,33.2363429,126.5086719
카페한라산,제주특별자치도 제주시 면수1길 48 ,음식점,음식,음식점,카페/전통찻집,308.0,1.0,47.0,8.0,10.0,4.0,6.0,6.0,4.0,9.0,33.5246978,126.8629837
캐릭파크,제주특별자치도 제주시 조천읍 선교로 264 ,문화시설,인문(문화/예술/역사),문화시설,전시관,764.0,1.0,105.0,18.0,19.0,15.0,13.0,11.0,11.0,18.0,33.4793022,126.7006286
캔디원,제주특별자치도 제주시 조천읍 선교로 384 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,1066.0,1.0,143.0,22.0,19.0,26.0,22.0,20.0,10.0,24.0,33.4712877,126.707937
캠파제주,제주특별자치도 서귀포시 516로 574-23 (상효동),레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",340.0,1.0,50.0,3.0,3.0,10.0,16.0,7.0,6.0,5.0,33.2984063,126.6009149
커피스케치,제주특별자치도 서귀포시 사계남로216번길 24-32 네덜란드엿보기전시관 ,음식점,음식,음식점,카페/전통찻집,205.0,1.0,16.0,6.0,3.0,3.0,1.0,0.0,3.0,0.0,33.2333579,126.3133497
커피템플,제주특별자치도 제주시 영평길 269 (월평동),음식점,음식,음식점,카페/전통찻집,592.0,1.0,49.0,15.0,10.0,3.0,6.0,5.0,5.0,5.0,33.4780569,126.5700107
컴플리트커피,제주특별자치도 제주시 노형6길 21 1층,음식점,음식,음식점,카페/전통찻집,206.0,1.0,23.0,6.0,1.0,1.0,4.0,3.0,1.0,7.0,33.4782533,126.491307
켄싱턴리조트서귀포,제주특별자치도 서귀포시 이어도로 684 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,431.0,1.0,66.0,6.0,5.0,6.0,13.0,14.0,9.0,13.0,,
코델리아리조트,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-20 ,관광지,인문(문화/예술/역사),휴양관광지,관광단지,383.0,1.0,35.0,7.0,9.0,3.0,5.0,3.0,4.0,4.0,33.4591059,126.9102124
코코리파이프,제주특별자치도 제주시 하귀6길 22 ,음식점,음식,음식점,서양식,237.0,1.0,34.0,7.0,5.0,2.0,7.0,3.0,4.0,6.0,33.4888546,126.4144067
코코마마,제주특별자치도 서귀포시 성산읍 일출로 258-11 ,음식점,음식,음식점,서양식,447.0,1.0,41.0,5.0,7.0,6.0,6.0,7.0,2.0,8.0,33.4610441,126.9342629
코코메아,제주특별자치도 제주시 판포중길 31 ,음식점,음식,음식점,카페/전통찻집,238.0,1.0,30.0,7.0,4.0,5.0,2.0,4.0,4.0,4.0,33.3597184,126.202494
크라운돼지,제주특별자치도 제주시 상가목장길 84 ,음식점,음식,음식점,한식,241.0,1.0,29.0,7.0,5.0,2.0,4.0,4.0,2.0,5.0,33.3928731,126.3816476
킴스캐빈,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-54 ,숙박,숙박,숙박시설,펜션,262.0,1.0,28.0,7.0,6.0,2.0,3.0,3.0,3.0,4.0,33.4744649,126.8866861
타무라,제주특별자치도 제주시 중산간동로 670 1층,음식점,음식,음식점,이색음식점,295.0,1.0,38.0,6.0,4.0,8.0,5.0,4.0,1.0,10.0,33.4989102,126.6568797
타임스탬프,제주특별자치도 제주시 조천읍 신북로 92-1 1층,음식점,음식,음식점,카페/전통찻집,256.0,1.0,31.0,6.0,3.0,2.0,2.0,4.0,6.0,8.0,33.5350161,126.6235637
태광식당,제주특별자치도 제주시 탑동로 144 (용담일동),음식점,음식,음식점,한식,354.0,1.0,39.0,10.0,2.0,2.0,6.0,5.0,5.0,9.0,33.5126649,126.5186913
태웃개,제주특별자치도 서귀포시 남원읍 태위로398번길 57 ,관광지,자연,자연관광지,항구/포구,947.0,1.0,77.0,10.0,11.0,14.0,8.0,8.0,14.0,12.0,33.2706694,126.6908148
털보네장원랜드,제주특별자치도 제주시 1100로 3001 ,음식점,음식,음식점,일식,284.0,1.0,42.0,9.0,11.0,5.0,3.0,9.0,3.0,2.0,,
테디베어뮤지엄제주,제주특별자치도 서귀포시 중문관광로110번길 31 (색달동),문화시설,인문(문화/예술/역사),문화시설,박물관,3128.0,1.0,266.0,58.0,50.0,26.0,30.0,32.0,27.0,43.0,33.2499815,126.4121571
토끼와거북이,"제주특별자치도 제주시 서해안로 498-6 (용담삼동,블루문)",음식점,음식,음식점,한식,1697.0,1.0,89.0,23.0,15.0,8.0,12.0,9.0,9.0,13.0,33.5189764,126.49214
토스카나호텔,제주특별자치도 서귀포시 용흥로66번길 158-7 토스카나 가족호텔 ,숙박,숙박,숙박시설,관광호텔,446.0,1.0,47.0,9.0,10.0,4.0,3.0,5.0,8.0,8.0,33.2654814,126.4842785
토이파크,제주특별자치도 서귀포시 안덕면 동광로 267-7 ,관광지,인문(문화/예술/역사),문화시설,박물관,1141.0,1.0,148.0,29.0,32.0,22.0,22.0,15.0,13.0,15.0,33.3189962,126.3456767
톰톰카레,제주특별자치도 제주시 해맞이해안로 1112 ,음식점,음식,음식점,이색음식점,417.0,1.0,61.0,12.0,10.0,7.0,6.0,7.0,4.0,15.0,33.5290971,126.8463777
트라이브,제주특별자치도 제주시 애월로 11 ,음식점,음식,음식점,카페/전통찻집,329.0,1.0,39.0,9.0,5.0,4.0,5.0,8.0,3.0,5.0,33.460236,126.3112022
틸다하우스,제주특별자치도 제주시 중산간서로 3367-1 ,숙박,숙박,숙박시설,펜션,1053.0,1.0,122.0,17.0,20.0,22.0,14.0,15.0,9.0,25.0,33.31092,126.2373473
파더스가든,제주특별자치도 서귀포시 안덕면 병악로 44-33 ,관광지,자연,자연관광지,수목원,775.0,1.0,92.0,24.0,15.0,13.0,11.0,8.0,6.0,15.0,33.2800295,126.3657111
판포포구,제주특별자치도 제주시 한경면 판포리 2877-3 ,관광지,자연,자연관광지,항구/포구,5424.0,1.0,260.0,43.0,56.0,31.0,32.0,33.0,29.0,36.0,33.3654094,126.1996228
팜밸리리조트,제주특별자치도 서귀포시 중산간서로 193 (강정동),숙박,인문(문화/예술/역사),휴양관광지,관광단지,204.0,1.0,34.0,8.0,2.0,3.0,4.0,4.0,2.0,11.0,33.2593043,126.4907423
팜핑제주,제주특별자치도 서귀포시 중산간서로400번길 105 (도순동),레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",184.0,1.0,32.0,5.0,6.0,1.0,2.0,6.0,4.0,8.0,33.2689768,126.4726432
팰롱팰롱빛나는,제주특별자치도 제주시 애월읍 애월해안로 474 ,쇼핑,쇼핑,쇼핑,특산물판매점,463.0,1.0,58.0,14.0,10.0,6.0,7.0,7.0,5.0,9.0,,
페를로,제주특별자치도 서귀포시 덕수회관로74번길 33 ,음식점,음식,음식점,서양식,382.0,1.0,40.0,3.0,7.0,7.0,6.0,4.0,2.0,11.0,33.2565954,126.3061941
펜션연리,제주특별자치도 서귀포시 논짓물로 50 (하예동),숙박,숙박,숙박시설,게스트하우스,132.0,1.0,13.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,33.2403591,126.3863078
펠리스타운,제주특별자치도 서귀포시 성산읍 시흥하동로50번길 23 ,숙박,숙박,숙박시설,유스호스텔,152.0,1.0,21.0,3.0,0.0,3.0,3.0,6.0,3.0,3.0,33.47445390000001,126.9079588
평대스낵,제주특별자치도 제주시 대수길 26 ,음식점,음식,음식점,한식,26.0,1.0,26.0,7.0,2.0,0.0,5.0,6.0,2.0,4.0,33.5354286,126.839358
평대해변,제주특별자치도 제주시 구좌읍 평대리 1994-20 ,관광지,자연,자연관광지,해수욕장,1199.0,1.0,112.0,29.0,15.0,16.0,11.0,9.0,15.0,17.0,33.533203,126.8406
평화통일불사리탑,제주특별자치도 제주시 조천읍 일주동로 884 (조천읍),관광지,인문(문화/예술/역사),역사관광지,사찰,1216.0,1.0,133.0,20.0,13.0,16.0,15.0,28.0,13.0,28.0,,
포도원흑돼지,제주특별자치도 제주시 1100로 3155 ,음식점,음식,음식점,한식,428.0,1.0,43.0,8.0,7.0,2.0,6.0,10.0,7.0,3.0,33.4682089,126.4847052
포도호텔,제주특별자치도 서귀포시 안덕면 산록남로 863 ,숙박,숙박,숙박시설,모텔,1269.0,1.0,177.0,37.0,26.0,23.0,19.0,28.0,17.0,27.0,33.315764,126.3873272
포레스트사파리,제주특별자치도 제주시 조천읍 선교로 474-1 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,972.0,1.0,92.0,14.0,19.0,10.0,16.0,10.0,5.0,18.0,,
풀베개,제주특별자치도 서귀포시 화순서서로 492-4 ,음식점,음식,음식점,카페/전통찻집,326.0,1.0,41.0,11.0,8.0,6.0,4.0,5.0,3.0,4.0,33.2854765,126.3032039
풍림다방송당점,제주특별자치도 제주시 중산간동로 2267-4 ,음식점,음식,음식점,카페/전통찻집,391.0,1.0,55.0,7.0,5.0,6.0,9.0,11.0,4.0,13.0,,
플레이스캠프제주,제주특별자치도 서귀포시 성산읍 동류암로 20 ,숙박,숙박,숙박시설,콘도미니엄,543.0,1.0,104.0,17.0,22.0,15.0,9.0,17.0,13.0,11.0,,
피규어뮤지엄제주,제주특별자치도 서귀포시 안덕면 한창로 243 ,쇼핑,쇼핑,쇼핑,사후면세점,1661.0,1.0,187.0,40.0,30.0,28.0,22.0,20.0,22.0,25.0,,
피어22,제주특별자치도 제주시 금능7길 22 금능어촌계복지회관 ,음식점,음식,음식점,서양식,833.0,1.0,97.0,20.0,20.0,14.0,7.0,15.0,8.0,13.0,33.3899216,126.227792
하고수동해변,제주특별자치도 제주시 우도면 연평리 ,관광지,자연,자연관광지,해수욕장,1368.0,1.0,91.0,14.0,26.0,9.0,6.0,14.0,10.0,12.0,33.5054213,126.9554832
하노이안브라더스,제주특별자치도 제주시 천수동로 1 (건입동) ,음식점,음식,음식점,이색음식점,312.0,1.0,44.0,5.0,9.0,4.0,8.0,6.0,6.0,6.0,33.5096412,126.5436129
하니크라운호텔,제주특별자치도 제주시 삼성로 10 ,숙박,숙박,숙박시설,관광호텔,342.0,1.0,52.0,10.0,7.0,11.0,4.0,8.0,4.0,8.0,33.5050011,126.5277575
하도해변,제주특별자치도 제주시 구좌읍 해맞이해안로 1973 ,관광지,자연,자연관광지,해수욕장,1968.0,1.0,193.0,45.0,23.0,19.0,20.0,32.0,18.0,36.0,33.5290971,126.8463777
하르방밀면,제주특별자치도 서귀포시 대정읍 동일하모로 229 ,음식점,음식,음식점,한식,125.0,1.0,27.0,5.0,3.0,4.0,6.0,4.0,1.0,4.0,,
하르방짬뽕,제주특별자치도 제주시 하귀동남4길 4 ,음식점,음식,음식점,중식,225.0,1.0,24.0,5.0,4.0,0.0,4.0,3.0,1.0,7.0,33.4824939,126.4124658
하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3 ,관광지,인문(문화/예술/역사),건축/조형물,기념탑/기념비/전망대,1119.0,1.0,122.0,16.0,12.0,15.0,27.0,13.0,17.0,22.0,33.2334813,126.3146307
하얀언덕,제주특별자치도 서귀포시 표선면 민속해안로 351 ,숙박,숙박,숙박시설,펜션,202.0,1.0,27.0,4.0,6.0,1.0,4.0,4.0,5.0,3.0,33.3114895,126.8340241
하우스레서피,제주특별자치도 제주시 한림읍 일주서로 5892 ,음식점,음식,음식점,카페/전통찻집,224.0,1.0,26.0,3.0,7.0,1.0,7.0,1.0,4.0,3.0,33.4439265,126.2954039
하하호호,제주특별자치도 제주시 우도해안길 532 ,음식점,음식,음식점,서양식,982.0,1.0,72.0,15.0,12.0,10.0,10.0,12.0,6.0,7.0,,
한국야구명예전당,제주특별자치도 서귀포시 중산간서로 97-1 (강정동),문화시설,인문(문화/예술/역사),문화시설,전시관,2112.0,1.0,207.0,43.0,22.0,26.0,24.0,32.0,20.0,40.0,,
한담해변,제주특별자치도 제주시 애월읍 애월로1길 26-4 ,관광지,자연,자연관광지,해수욕장,2485.0,1.0,191.0,28.0,38.0,29.0,22.0,17.0,22.0,35.0,33.462749,126.3100651
한라생태숲,제주특별자치도 제주시 516로 2596 ,관광지,자연,자연관광지,수목원,3045.0,1.0,122.0,30.0,12.0,18.0,21.0,15.0,16.0,10.0,33.4316359,126.603808
한라수목원,제주특별자치도 제주시 수목원길 72 (연동),관광지,자연,자연관광지,수목원,5036.0,1.0,539.0,88.0,110.0,73.0,65.0,76.0,51.0,76.0,33.4691312,126.4903542
한라식당,제주특별자치도 제주시 광양9길 19 ,음식점,음식,음식점,한식,223.0,1.0,20.0,5.0,0.0,7.0,1.0,0.0,4.0,3.0,33.3843125,126.8017998
한림공원,제주특별자치도 제주시 한림읍 한림로 300 ,관광지,인문(문화/예술/역사),휴양관광지,공원,8246.0,1.0,678.0,126.0,118.0,89.0,102.0,81.0,75.0,87.0,33.3883099,126.2394248
한림매일시장,제주특별자치도 제주시 한림읍 한림로 687 ,쇼핑,쇼핑,쇼핑,상설시장,1035.0,1.0,147.0,23.0,33.0,13.0,18.0,18.0,18.0,24.0,33.4161163,126.2649111
한림항,제주특별자치도 제주시 한림읍 한림해안로 192 ,관광지,자연,자연관광지,항구/포구,3006.0,1.0,214.0,43.0,40.0,36.0,24.0,20.0,22.0,29.0,33.4192401,126.2625971
한성식당,제주특별자치도 서귀포시 성산읍 일출로 287 ,음식점,음식,음식점,한식,233.0,1.0,25.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,33.4631651,126.9349485
한화리조트제주,제주특별자치도 제주시 명림로 575-107 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,1786.0,1.0,206.0,36.0,34.0,32.0,34.0,24.0,19.0,27.0,,
함덕민속오일시장,제주특별자치도 제주시 조천읍 함덕16길 15-13 ,쇼핑,쇼핑,쇼핑,5일장,1374.0,1.0,201.0,31.0,22.0,20.0,36.0,24.0,23.0,45.0,33.5401737,126.6679742
함덕삼다펜션,제주특별자치도 제주시 조천읍 조함해안로 488 ,숙박,숙박,숙박시설,펜션,688.0,1.0,74.0,16.0,12.0,6.0,10.0,11.0,10.0,9.0,33.5426734,126.6648439
함덕잠수함,제주특별자치도 제주시 조천읍 조함해안로 378 ,관광지,인문(문화/예술/역사),휴양관광지,유람선/잠수함관광,1403.0,1.0,115.0,20.0,19.0,13.0,18.0,17.0,11.0,17.0,,
해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26 ,문화시설,인문(문화/예술/역사),문화시설,박물관,4791.0,1.0,318.0,56.0,57.0,55.0,49.0,32.0,24.0,45.0,33.523385,126.8622061
해녀세자매,제주특별자치도 제주시 한림읍 한림로3길 10-11 ,음식점,음식,음식점,한식,805.0,1.0,108.0,13.0,23.0,13.0,12.0,15.0,15.0,17.0,33.4139954,126.2606548
해녀의부엌북촌점,제주특별자치도 제주시 북촌9길 31 북촌리어촌계 ,음식점,음식,음식점,한식,575.0,1.0,31.0,6.0,4.0,4.0,0.0,7.0,3.0,7.0,,
해맞이해안로,제주특별자치도 제주시 구좌읍 김녕리 ,관광지,자연,자연관광지,자연생태관광지,1205.0,1.0,128.0,28.0,22.0,7.0,13.0,16.0,10.0,32.0,33.5389636,126.7494481
해성도뚜리,제주특별자치도 제주시 애월읍 애월해안로 682 ,음식점,음식,음식점,한식,317.0,1.0,36.0,7.0,5.0,1.0,8.0,5.0,5.0,5.0,33.481804,126.3750381
해왓,제주특별자치도 서귀포시 성산읍 신고로 30-1 ,음식점,음식,음식점,한식,280.0,1.0,25.0,6.0,5.0,3.0,4.0,1.0,2.0,4.0,33.438513,126.9171875
해주소반,"제주특별자치도 서귀포시 글로벌에듀로 370 이노에듀파크 105호, 106호",음식점,음식,음식점,한식,236.0,1.0,29.0,2.0,6.0,5.0,7.0,3.0,2.0,4.0,33.2807109,126.2782769
해품은체험농장,제주특별자치도 서귀포시 성산읍 서성일로 1078-14 ,관광지,인문(문화/예술/역사),산업관광지,기타,609.0,1.0,74.0,18.0,14.0,9.0,8.0,7.0,4.0,14.0,33.443438,126.8926365
허니문하우스,제주특별자치도 서귀포시 칠십리로 228-13 ,음식점,음식,음식점,카페/전통찻집,953.0,1.0,73.0,15.0,11.0,11.0,6.0,10.0,11.0,9.0,33.2458822,126.578581
헌마공신김만일기념관,제주특별자치도 서귀포시 서성로 919 ,문화시설,인문(문화/예술/역사),문화시설,기념관,421.0,1.0,46.0,9.0,12.0,11.0,4.0,1.0,3.0,6.0,33.31887750000001,126.6742738
헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340 ,문화시설,인문(문화/예술/역사),문화시설,전시관,7036.0,1.0,936.0,178.0,156.0,113.0,107.0,110.0,115.0,157.0,33.290091,126.352092
협재굴,제주특별자치도 제주시 한림읍 한림로 300 (한림읍),관광지,자연,자연관광지,동굴,3351.0,1.0,260.0,42.0,40.0,37.0,44.0,34.0,27.0,36.0,,
협재신국수,제주특별자치도 제주시 명재로 17 ,음식점,음식,음식점,한식,211.0,1.0,35.0,6.0,8.0,2.0,2.0,4.0,4.0,9.0,33.3951307,126.2488575
협재온다정,제주특별자치도 제주시 한림로 381-4 ,음식점,음식,음식점,한식,219.0,1.0,34.0,5.0,6.0,1.0,7.0,6.0,3.0,6.0,33.3970236,126.2434328
협재포구,제주특별자치도 제주시 한림읍 협재리 ,관광지,자연,자연관광지,항구/포구,727.0,1.0,69.0,23.0,10.0,7.0,6.0,5.0,5.0,13.0,33.3819398,126.2497525
협재해녀의집,제주특별자치도 제주시 한림읍 협재3길 19 ,음식점,음식,음식점,한식,948.0,1.0,84.0,14.0,13.0,7.0,7.0,11.0,22.0,10.0,33.3988809,126.2439254
협재해물라면오빠네,제주특별자치도 제주시 한림로 475 바다방면 1층,음식점,음식,음식점,한식,380.0,1.0,48.0,9.0,3.0,5.0,7.0,18.0,1.0,5.0,33.4020165,126.251045
협재해수욕장,제주특별자치도 제주시 한림읍 한림로 329-10 ,관광지,자연,자연관광지,해수욕장,33373.0,1.0,1935.0,304.0,341.0,304.0,283.0,211.0,210.0,282.0,33.39356,126.239538
형돈,제주특별자치도 제주시 구남로 22 ,음식점,음식,음식점,한식,182.0,1.0,27.0,6.0,3.0,3.0,4.0,1.0,0.0,10.0,33.4893373,126.5329324
형제섬,제주특별자치도 서귀포시 안덕면 사계리 산44,관광지,자연,자연관광지,섬,2050.0,1.0,154.0,27.0,20.0,15.0,26.0,17.0,12.0,37.0,33.2100186,126.3142952
형제해안도로,제주특별자치도 서귀포시 안덕면 사계리 3682 ,관광지,자연,자연관광지,자연생태관광지,1084.0,1.0,144.0,29.0,20.0,30.0,19.0,15.0,9.0,22.0,33.2010015,126.2801453
호텔리젠트마린,제주특별자치도 제주시 서부두2길 20 (건입동),숙박,숙박,숙박시설,모텔,261.0,1.0,38.0,4.0,5.0,4.0,7.0,3.0,3.0,12.0,,
호텔서귀피안,제주특별자치도 서귀포시 보목로64번길 178 (보목동),숙박,숙박,숙박시설,게스트하우스,147.0,1.0,16.0,4.0,3.0,0.0,1.0,2.0,2.0,4.0,33.2444011,126.5906654
호텔앨리스앤트렁크,제주특별자치도 제주시 연동12길 4 ,숙박,숙박,숙박시설,관광호텔,62.0,1.0,15.0,1.0,2.0,1.0,4.0,1.0,0.0,6.0,,
호텔레오,제주특별자치도 제주시 삼무로 14 (연동),숙박,숙박,숙박시설,관광호텔,285.0,1.0,38.0,6.0,9.0,4.0,7.0,7.0,1.0,4.0,33.4897519,126.4882605
호텔제이엠,제주특별자치도 제주시 삼무로1길 10-7 ,숙박,숙박,숙박시설,모텔,116.0,1.0,10.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,33.4904023,126.4887698
호텔컬리넌제주,제주특별자치도 제주시 사장1길 26 (연동) ,숙박,숙박,숙박시설,관광호텔,90.0,1.0,17.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,33.4854123,126.4928464
혼인지,제주특별자치도 서귀포시 성산읍 혼인지로 39-22 (성산읍),관광지,자연,자연관광지,자연생태관광지,3739.0,1.0,220.0,43.0,38.0,24.0,28.0,30.0,31.0,26.0,33.41514350000001,126.8938099
화조원,제주특별자치도 제주시 애월읍 애원로 804 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,1388.0,1.0,135.0,15.0,30.0,16.0,21.0,17.0,10.0,26.0,33.411109,126.3714311
환상숲곶자왈공원,제주특별자치도 제주시 한경면 저지리 2848-2 ,관광지,자연,자연관광지,자연휴양림,6303.0,1.0,567.0,81.0,100.0,90.0,79.0,96.0,45.0,76.0,,
황금어장,제주특별자치도 제주시 사장길 14 (연동),음식점,음식,음식점,한식,1169.0,1.0,29.0,8.0,5.0,4.0,4.0,2.0,2.0,4.0,33.2490972,126.5631376
황우지해안열두굴,제주특별자치도 서귀포시 남성로 93 (서홍동),관광지,자연,자연관광지,동굴,1220.0,1.0,136.0,31.0,16.0,17.0,13.0,26.0,14.0,19.0,,
회양과국수군,제주특별자치도 제주시 우도면 우도해안길270 1층 2호 ,음식점,음식,음식점,한식,262.0,1.0,31.0,9.0,6.0,2.0,2.0,5.0,2.0,5.0,,
효명사,제주특별자치도 서귀포시 516로 815-41 효명사 ,관광지,인문(문화/예술/역사),역사관광지,사찰,673.0,1.0,80.0,16.0,15.0,7.0,10.0,10.0,9.0,13.0,33.3227935,126.5956233
훈남횟집,제주특별자치도 제주시 함덕13길 7 1층,음식점,음식,음식점,한식,383.0,1.0,53.0,10.0,11.0,3.0,7.0,4.0,8.0,10.0,33.5421033,126.6678732
훈데르트바서파크,제주특별자치도 제주시 우도면 우도해안길 32-24 ,문화시설,인문(문화/예술/역사),문화시설,전시관,1666.0,1.0,148.0,33.0,22.0,23.0,17.0,16.0,16.0,21.0,33.4932337,126.9561537
휘닉스제주섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107 ,숙박,숙박,숙박시설,콘도미니엄,2850.0,1.0,210.0,38.0,35.0,38.0,26.0,27.0,23.0,23.0,,
휴림,제주특별자치도 제주시 애월읍 광령남서길 40 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,1637.0,1.0,120.0,21.0,19.0,16.0,17.0,15.0,15.0,17.0,33.443332,126.4292669
휴애리자연생활공원,제주특별자치도 서귀포시 남원읍 신례동로 256 ,관광지,인문(문화/예술/역사),휴양관광지,공원,13757.0,1.0,1111.0,219.0,185.0,148.0,164.0,128.0,97.0,170.0,,
휴일로,제주특별자치도 서귀포시 안덕면 난드르로 49-65 ,음식점,음식,음식점,카페/전통찻집,158.0,1.0,20.0,4.0,2.0,3.0,1.0,6.0,0.0,4.0,33.2322827,126.3663795
흑돈향,제주특별자치도 서귀포시 태평로 58 ,음식점,음식,음식점,한식,218.0,1.0,27.0,4.0,0.0,1.0,11.0,7.0,1.0,3.0,33.2446641,126.5294065
흑돼지거리,제주특별자치도 제주시 일도일동 ,관광지,인문(문화/예술/역사),체험관광지,이색거리,924.0,1.0,114.0,27.0,20.0,10.0,17.0,11.0,9.0,20.0,33.5153591,126.5420032
흑돼지구이집하영,제주특별자치도 서귀포시 천제연로 101 ,음식점,음식,음식점,한식,1117.0,1.0,108.0,17.0,27.0,13.0,12.0,14.0,13.0,12.0,,
흑한우명품관,제주특별자치도 서귀포시 일주동로 8421 ,음식점,음식,음식점,한식,715.0,1.0,71.0,9.0,10.0,10.0,17.0,5.0,8.0,12.0,33.2573483,126.5884481
1100고지습지,제주특별자치도 서귀포시 1100로 1555 ,관광지,자연,자연관광지,자연생태관광지,14221.0,1.0,4075.0,662.0,643.0,599.0,404.0,541.0,502.0,724.0,33.3575237,126.4628967
5.16도로숲터널,제주특별자치도 서귀포시 남원읍 신례천로 267-110 ,관광지,인문(문화/예술/역사),건축/조형물,터널,1772.0,1.0,148.0,33.0,19.0,21.0,23.0,26.0,12.0,14.0,33.3330338,126.6180657
513텐동,제주특별자치도 제주시 테우해안로 46 2층,음식점,음식,음식점,일식,409.0,1.0,37.0,5.0,9.0,8.0,10.0,1.0,2.0,2.0,33.495777,126.4399891
73st,제주특별자치도 제주시 해안마을길 73 ,음식점,음식,음식점,카페/전통찻집,219.0,1.0,32.0,11.0,3.0,1.0,6.0,2.0,1.0,8.0,33.4571058,126.4550379
9.81파크,제주특별자치도 제주시 애월읍 천덕로 880-24 ,레포츠,레포츠,육상 레포츠,카트,5731.0,1.0,396.0,72.0,65.0,42.0,63.0,53.0,48.0,53.0,,
BK호텔제주,제주특별자치도 서귀포시 칠십리로91번길 12 (서귀동) ,숙박,숙박,숙박시설,관광호텔,142.0,1.0,26.0,5.0,4.0,2.0,0.0,4.0,3.0,8.0,33.2410573,126.564319
